Review,Classification
 كلمت ٩٣٧ وبعد ٤٥ دقيقه حولوني على برنامج صحه وبعد اكثر من نصف ساعه كتبت لي مسكن فقط... لخراج كبير في سقف الحنك . حسبنا الله ونعم الوكيل. ,negative
 ينبغي ربط البرنامج مع أبشر للتسجيل كما هو الحال في تطبيق موعد . وينبغي أن تخصص خانه خاصة بكرونا واضحة ويسهل الوصول اليها دون بريد الكتروني ,neutral
 صعب التسجل كل ماكتب اسم المرور وكلمه السر كل شوي اغير المهم خيار ,neutral
 يكون الافضل ولاسهل بس برقم السجل المدني وربطه مع ابشر وتفعيل رساله علي رقم مسجل ابشر يكون الدخول ,neutral
 للأسف التطبيق ضعيف ! ولم أستطع الاستفادة من جميع خدماته بسبب التعليق المستمر ! ,negative
 مايرضى يقبل الرمز بالرغم من اني ادخل انقلش ورمز وحروف يقول خطأ فيه مسكلة ,negative
 عند طلب نسيت الرقم السري واضافة البريد لايصل الرمز للبريد وكلمتهم علي 937 مايعرفون وش السواة ,neutral
 عمري ٥١ سنه واحتاج ل٥٠٠ ضغطه عشان اسجل في التطبيق ,neutral
 ابغى اعرف كيف كتابة اسم المستخدم؟ ؟ من يومين أحاول ولا يقبل ,neutral
 سيء جدا وطويل الخطوات ,negative
 فاشل ,negative
 فيه مشكله بالاتصال ,negative
 للأسف تطبيق فاشل ولايستحق تمثيل وزارة الصحة ... وأرسلت أكثر من مره ولم يرسل رسالة توثيق رقم الجوال ,negative
 فاشل كلما حاولت التسجيل لا يرسل رمز التوثيق على الجوال المدخل وبطيء جدا لايستحق حتى ربع نجمة ,negative
 للاسف عند تسجيل تاريخ الميلاد يحتاج لي مجهود ووقت حتى ارجع إليه خاصة مع من هو بعمري أكثر من خمسين عاما لأنه ليس هناك اختيار للسنة أوالأشهر إلا برجوع تدريجي متعب للتاريخ وهذا أولا وثانياً مالمقصود بكلمة المرور بعد البريد الإلكتروني!!؟؟ هل هي كلمة المرور لدخول التطبيق؟؟ ,negative
 تطبيق وهمي لا يقبل الدخول عليه وحاولت بكل الوسائل ,negative
 الدخول للبرنامج او التسجيل او استرجاع كلمة السر او المستخدم صعبه جداً . وكاني مسجل في تطبيق بنك. بسّطو عملية الدخول لكي الكل يستفيد_الجاهل قبل المتعلم. ,neutral
 معقد ,negative
 غير مفيد ,negative
 بريدي اللكتروني لا يقبل مع العلم انه بريدي من سنوات طويله .قمت بحذف التطبيق . مع وافر الشكر والتقدير ,neutral
 حاولت مرارا رتكرار الدخول والتسجيل يقول ارسل الرقم السري على الايميل والايميل مافي شي مايمدي اكتب تسجيل دخول الا طلعني تعبت وانا احاول محتاجة اخذ علاج لطفلتي ولي و َالله طفشني الموقع طفلتي ماعندها مناعة مااقدر اطلعها من البيت في هذا الوضع 😭 زفت ,negative
 لا تستطيع حجز موعد الا بعد طلوع الروح ,neutral
 تطبيق سيء جدا جدا لا يخدم ,negative
 لا يقبل التسجيل لعدة مرات كما ان مربع تاريخ الميلاد لا يعمل طريقه التسجيل ليس سهله O ,neutral
 لااستطيع تسجيل الدخول لأنه صعب على حالتي ولا اقيمه الا بصفر لوجود استفسار هام عن مرض كرونا لم استطيع الدخول ارجو من قرأ رسالتي من أطباء أن يتصلو عليه لانعلم عن َمدي هذا البرنامج لماذا لم تسهلوه علينا وعلى كبار السن ,negative
 طريقة ادخال تاريخ المبلاد عقيمة جدا يعني اذا عمرك ٥٠ سنة محتاج ل ٦٠٠ ضغطة عشان تكتب تاريخ ميلادك اتمني وضع طريقة اسهل جاري حزف التطبيق ,negative
 برنامج زي الزق و طريقة حجز الموعد جدا غبيه ومتخلفه اتمنى لصاحب الفكره يتعالج بشهار لانه مو صاحي ولا يدري وين الله حاطه هو واللي اعتمدها ووافق عليها ,negative
 لم أستطع عمل موعد برنامج فاشل وضحك على الناس ,negative
 دا قرف ,negative
 تطبيق زي الزفت دوخت السبع دوخات علشان اسجل فيه مش عارف انتم تكرهوا الناس في عشيتها انا دوست نجمة بس عشان اعرف ارسل لكن انتم ما تستهلوش غير ان اقول حسبي الله ونعم الوكيل في القائمين علي التطبيق ده ,negative
 الاسف عندي حالة مستعجله وقالوا احجز بعد ساعتين موعد بعد يومين يالطيف ,negative
 سيئ وبطي في الرد ,negative
 فاشل فاشل فاشل فاشل فاشل فاشل فاشل فاشل فاشل فاشل فاشل فاشل فاشل فاشل فاشل فاشل فاشل فاشل فاشل فاشل فاشل فاشل فاشل تأخير في ارد كل واحد يعطيك علاج من جيبه وكل واحد يصرف لك من عنده وكلهم اجانب للأسف الشديد بس خسر على دولتنا الله يحفظه ,negative
 سيئ للغايه لا توجد استشارات والمواعيد جميعها مغلقه.... لاكثر من يومين ,negative
 سئ جدا تغلق الاستشاره دون إجابه ,negative
 البرنامج الخدمه في غير جيده ٣ ساعات بس حق طلب وصفه طبيه ,negative
 سئ ,negative
 المحادثه فاشله ماشوف ردود الدكتور الا اذا طلعت من المحادثه ورجعت، والاتصال الصوتي سيء ويقطع ,negative
 الفكرة جيدة لكن التطبيق سيء .. ردود الأطباء تتأخر واحيانا لا تظهر الا اذا خرجت من البرنامج ودخلت أو لازم تطلع تحدث الصفحه .. وجربت استشارة عشان حساسية في العين أول استشارة قفلتها ردود الطبيب ما تظهر وبعد ما قفلت الاستشارة لقيت رده .. فدخلت استشارة جديده وللاسف من وقت رد الطبيب إلى كتابة الوصفه ما يقارب ٤٠ دقيقه رغم أننا ساكتين بس مدري الكلام يمكن ما يوصل او الدكتور مو فاضي ,negative
 برنامج فاشل بكل المقاييس ,negative
 فاشل لم نستطيع تسجيل أي استشاره ول حاله طارئه ,negative
 مقدرت السجل الدخول مش عارف لييه يصعبو تسجسل الدخول كذا استغفر الله ,neutral
 ما هقيتها منكم والله 🤦🏻‍♀️ ,negative
 ليش الرمز ما يوصل ؟؟ ليت تحلون المشكله ,negative
 سئ جدا كلمت الدكتوره نوره وسمعت إستشارتي لهاوشافت صور لحلق البنت وبعدين قالت لازم مضاد بس أنا ماأقدر أعطيكي ماعندي الصلاحيه طيب ليش تردي قالت لازم إستشاري طيب الحين إيش اللي استفادته أنا بس تعب بالكتابه وبعدأسئله كتييييييرعن الحاله لاماعندهاصلاحيه ,negative
 رد الدكتور يتاخر في الظهور تقفل الجلسة بسرعه قبل تشوف الرد بعد عدة محاولات لم يطمني اويفهمني الوضع اللصقة رساله نصية جاهزه بالتوجه لاقرب مركز طوارى ,neutral
 تحت التجربة 👍🙃☝❌⭕❌ ,neutral
 فاشل ,negative
 لايتم قبول لا الايميل ولا اي رقم سري ,neutral
 الطبيبة سحبت على الاستشارة لي ساعة انتظر وهذا آخرتها 🙄 ,negative
